,T1_ILT_Negative,T1_ILT_Positive,T1_ILT_Masculine,T1_ILT_Tyranny,T1_ILT_Dynamic,T1_ILT_Dedication,T1_ILT_Intelligence,T1_ILT_Sensitivity,T1Open,T1Neurotic,T1Conscientious,T1Agreeable,T1Extraversion,T1_Mindfulness,T1_CITOptimism,T1_CITEfficacy,T1_CITLonely,T1_CITSupport,T1PSS,T1SE,T1NA_low_AAS,T1NA_high_AAS,T1NA_AAS,T1PA_low_AAS,T1PA_high_AAS,T1PA_AAS,T1SWLS,T1Duration,T1Finished,Age,Gender,Ethnicity,Ethnicity_6_TEXT,Education,Major,Job,Hours,WorkExp,LeadExp,T1_Distracted,Condition.x,ID,T2_Mindfulness,T2PSS,T2NA_low_AAS,T2NA_high_AAS,T2NA_AAS,T2PA_low_AAS,T2PA_high_AAS,T2PA_AAS,T2Duration,T2_Distracted,T3_Mindfulness,T3PSS,T3NA_low_AAS,T3NA_high_AAS,T3NA_AAS,T3PA_low_AAS,T3PA_high_AAS,T3PA_AAS,T3Duration,T3_Distracted,T4_Mindfulness,T4PSS,T4NA_low_AAS,T4NA_high_AAS,T4NA_AAS,T4PA_low_AAS,T4PA_high_AAS,T4PA_AAS,T4Duration,T4_Distracted,T5_Mindfulness,T5PSS,T5NA_low_AAS,T5NA_high_AAS,T5NA_AAS,T5PA_low_AAS,T5PA_high_AAS,T5PA_AAS,T5Duration,T5_Distracted,T6_Mindfulness,T6PSS,T6NA_low_AAS,T6NA_high_AAS,T6NA_AAS,T6PA_low_AAS,T6PA_high_AAS,T6PA_AAS,T6Duration,T6_Distracted,T7_ILT_Negative,T7_ILT_Positive,T7_ILT_Masculine,T7_ILT_Tyranny,T7_ILT_Dynamic,T7_ILT_Dedication,T7_ILT_Intelligence,T7_ILT_Sensitivity,T7Open,T7Neurotic,T7Conscientious,T7Agreeable,T7Extraversion,T7_Mindfulness,T7_CITOptimism,T7_CITEfficacy,T7_CITLonely,T7_CITSupport,T7PSS,T7SE,T7NA_low_AAS,T7NA_high_AAS,T7NA_AAS,T7PA_low_AAS,T7PA_high_AAS,T7PA_AAS,T7SWLS,T7_SWLS_Before,T7_SWLS_After,T7_SE_Before,T7_SE_After,T7_CITSupport_Before,T7_CITSupport_After,T7_CITOptimism_Before,CIT_Optimism_2,T7_Happy_Before,T7_Happy_After,T7_Gratitude_Before,T7_Gratitude_After,MAAS_1_1,MAAS_2_1,T7_CITLonely_Before,T7_CITLonely_After,PhoneBrand,WhoPlayed,WhoPlayed_Ratio_1,WhoPlayed_Ratio_2,PlayTime_Day,PlayTime_Total,Play_AfterSurvey1,Useful,TrainCond,MeetNeeds_TrainCond,SimilarProd,EasyIntuitive,LooksFeels,WantMoreThanSimilar,Recommend,Review1to10_1,Review1to10_Why,LikeMostLeast,MostImportantFeature,FeatureToAdd,LeastAmountPay,MostAmountPay,WantProduct,FunToUse_1,LeastImportantFeatur,KeepPlaying,PreventFromPlay,FeelGoodAboutProduct_1,T7_Distracted,T7_DescribeDistract,StudyPurpose,Effort,Attention,UseData,Selfie,Words
28,3.625,7.076923077,2,4.166666667,6.666666667,7,7.25,7.333333333,4.833333333,3.833333333,4.666666667,5.333333333,5.333333333,2.6,6,6.333333333,4,7,3,69,2,2.5,2.272727273,4,4.75,4.428571429,5.4,676,1,20,2,1,NA,3,Business Finance,1,15,4,3,2,1,76,NA,3.25,1.4,2.833333333,2.181818182,4.333333333,4,4.142857143,244,2,2.2,3,1.4,2.5,2,4,3.5,3.714285714,191,2,1.8,2.75,1.4,2.5,2,3.666666667,5.75,4.857142857,242,2,2.2,2.75,1.8,2.333333333,2.090909091,2.666666667,3.5,3.142857143,178,2,1.4,2.5,1.2,2.833333333,2.090909091,3.333333333,4.25,3.857142857,216,2,4.625,7.153846154,2.5,5.333333333,7,7.333333333,7.25,7,3.833333333,4.166666667,5,4.666666667,5.333333333,1.2,4.666666667,6,2.333333333,6.333333333,3.25,238,1.2,2.166666667,1.727272727,4.333333333,4.25,4.285714286,5,78,80,82,83,90,90,90,89,87,87,86,91,30,58,19,33,Iphone X,2,NA,NA,10,50,1,2,2,2,None,1,2,2,1,2,It’s not useful or helpful.,It wasn’t fun.,None,Better imagery,0,0,1,1,Most things,1,Other duties,1,2,NA,To measure our feelings,3,3,1,1,1
29,1.75,7.307692308,1,2,6.333333333,9,5.5,9,4.166666667,3.666666667,5.5,6.5,3.5,2.8,6.333333333,6,4.333333333,6,3.25,62,2.8,2.166666667,2.454545455,3.666666667,2.25,2.857142857,2.4,1548,1,20,2,2,NA,3,Psychology,2,0,0,4,2,1,78,2.6,NA,1.8,1.5,1.636363636,4.666666667,2.25,3.285714286,1554,2,2.2,2.75,1.2,1.333333333,1.272727273,4.333333333,1.75,2.857142857,1312,2,1.8,3,1.4,1.5,1.454545455,6,2.5,4,1180,2,1.8,3.25,1.2,1.166666667,1.181818182,4.666666667,1.75,3,931,2,1.6,3.25,1.4,1.333333333,1.363636364,6,2.5,4,994,2,2,7.923076923,1,2.333333333,6.666666667,9.666666667,6.5,9.333333333,4.166666667,3,5.5,6.5,4,1,6.333333333,6.333333333,4,6,3.25,268,1.4,1.166666667,1.272727273,5.333333333,2.25,3.571428571,2.8,58,67,100,100,90,93,96,84,62,67,62,83,27,47,66,72,iPhone XR,2,NA,NA,10,50,1,1,1,1,None,1,1,2,3,7,It is a good app but after a while it gets repetitive & boring. I would try adding a larger variety of games.,I like that the game gives you 3 “lives” because it incentivizes you to to do better in the game so that you don’t have to start all over again.,Being able to add your own pictures & words to personalize the game!,Maybe another game or two.,0.25,1.25,3,3,The background music,2,It gets boring after a while. Needs more games.,3,2,NA,"I believe it was to see how the game can influence your memory, habits & mood?",5,5,1,1,1
30,2.375,8.923076923,1.5,2.666666667,8.666666667,9.666666667,7.75,10,5.5,3.333333333,4.166666667,6.5,4.5,3,7,6.333333333,3.333333333,7,2.5,59,2.4,4.166666667,3.363636364,5,4,4.428571429,4.6,1506,1,20,2,1,NA,3,Psychology,1,9,3,8,2,0,79,NA,2.75,1,3.166666667,2.181818182,4.333333333,3.75,4,78470,2,3.2,3.25,1,2.666666667,1.909090909,5,4,4.428571429,694,1,4,3.25,1.8,2.166666667,2,5.333333333,4.5,4.857142857,1016,1,4.4,2.5,1.6,1.5,1.545454545,6,3.25,4.428571429,314,2,3.8,3.5,1,3,2.090909091,2,3,2.571428571,960,2,1.625,8.769230769,1,1.833333333,8.666666667,9.666666667,7.5,9.666666667,5.166666667,4.166666667,4.666666667,5.833333333,2.833333333,2.8,6.333333333,6,3,6.333333333,3.25,210,1,3,2.090909091,5.333333333,3.5,4.285714286,5.2,51,75,75,75,90,100,100,100,44,90,75,90,50,80,50,0,Apple iPhone XR,2,NA,NA,10,50,2,2,1,1,match pairs memory game,1,2,2,4,7,"I think there is a lot of potential with this game, however, directions could be clearer.",I liked that it was different and used our own personal pictures.,I like that it gave you levels so it makes the task harder.,Maybe add colors around the pictures.,1,1.99,2,3,I did not like how fast it went.,2,I do not usually play app games in my free time.,4,2,NA,The purpose was the increase memory and cognition. You train your brain and start to focus without knowing.,4,5,1,1,2
31,2.625,6.153846154,1,3.166666667,4.666666667,6.333333333,6,7.666666667,4.666666667,5.333333333,4.333333333,5,2.833333333,3.2,4.666666667,5.333333333,5,7,3.5,63,2.8,1.833333333,2.272727273,3.333333333,3,3.142857143,2,712,1,21,2,1,NA,3,psychology,2,0,0,0,2,0,82,2.6,NA,2.6,2.833333333,2.727272727,4.333333333,3.5,3.857142857,767,2,3.2,3.25,2,2.666666667,2.363636364,3.666666667,2.75,3.142857143,300,2,3.2,3,2.6,3.166666667,2.909090909,5,3,3.857142857,464,2,2.2,2.75,2.8,2.333333333,2.545454545,3.333333333,4,3.714285714,300,1,2.4,3,2,1.5,1.727272727,3.333333333,2.75,3,322,2,3.125,6.230769231,3,3.166666667,4.666666667,5.333333333,6.75,8,4.166666667,3,3.666666667,5.166666667,4.333333333,2.2,5,5.333333333,2,7,3,200,3.2,2.5,2.818181818,4,3.5,3.714285714,3,58,74,63,65,90,92,74,77,45,84,65,80,75,73,43,26,"Apple, Iphone XS Max",2,NA,NA,6,40,1,1,1,1,"I haven't used any other games similar to this, but this is kind of like a mind game where you have to remember a lot",1,1,1,3,7,"The design of this app can be more designed in a way that would attract the attention of people. Maybe, instead of blue, it can be like yellow or any other bright colors.",I like that it was easy to use,I think using our own photos to play the game was pretty cool,Changing the colors of the game,2,5,2,3,The background music,2,"I just don't like brain/mind games in general. I'm a watcher, not a player",4,2,NA,The purpose of this study was to see if you remembered the things shown in the beginning in a short period of time,4,4,1,1,2
32,5,7.230769231,3,5.666666667,7,8,6.75,7.333333333,4.5,3.833333333,4.333333333,3.833333333,5.5,3.4,6,6,1,7,3.25,71,2.2,2.166666667,2.181818182,5.666666667,5,5.285714286,5.4,824,1,20,2,1,NA,2,Psychology,2,0,1,3,2,1,83,3,NA,2.2,2.666666667,2.454545455,5,3.75,4.285714286,1000,1,1.8,3,1.8,1.5,1.636363636,4.333333333,2.75,3.428571429,485,2,1.2,3,1.8,1.833333333,1.818181818,5.333333333,4.25,4.714285714,395,2,1,3.25,1.6,2,1.818181818,6,5,5.428571429,630,2,1,3,1,2.333333333,1.727272727,6.666666667,5.25,5.857142857,3790,2,5.625,7.692307692,1,7.166666667,7.666666667,8,7.75,7.333333333,5.833333333,4.166666667,4.666666667,3.333333333,5,0.6,6,6.333333333,1.333333333,7,2.5,239,1,1.5,1.272727273,5.333333333,4,4.571428571,5.8,82,89,79,82,91,92,89,93,88,88,81,85,32,18,25,14,iPad Pro,2,NA,NA,7,33,1,2,2,2,UCR BGC's Recollect,1,1,2,3,4,"Without the instructions from the lab through the emails, there's no way to figure out how to exactly use this app","I liked that the setup was pretty simple and easy to follow, but the fact that I had to keep looking back to the given instructions was a little annoying",memory retention,"instructions before the game starts (saying that you'll have x amount of seconds to answer each question, etc)",0,2,1,2,how long you have to play,1,it's not a fun game,4,2,NA,memory retention and how much focus could affect your emotions,4,2,1,1,1
33,5.5,8.384615385,10,4,8.333333333,9,7.5,9,4.833333333,2.166666667,6,6.166666667,5,1.4,6.333333333,6,1.333333333,6.666666667,2.5,67,1.2,1.833333333,1.545454545,5,3.75,4.285714286,4.2,1270,1,21,1,2,NA,4,Psychology,1,20,2,1,2,1,85,2,3.25,NA,NA,NA,NA,NA,NA,610,2,2.2,3.5,2.8,2,2.363636364,5.666666667,4.25,4.857142857,5259,2,2.2,3.5,1,1.666666667,1.363636364,6,3.75,4.714285714,221,2,1.8,2.25,1,2.166666667,1.636363636,5.666666667,3.75,4.571428571,329,2,1.2,2.5,1,1.666666667,1.363636364,6.333333333,4.25,5.142857143,434,2,4.875,7.230769231,9,3.5,7,7,7,8,4.166666667,2.666666667,5.5,6.166666667,5,1.2,6.333333333,6,1,6.666666667,3,240,1.4,1.666666667,1.545454545,5.666666667,4.75,5.142857143,4.2,81,86,78,82,75,84,75,84,70,88,71,89,65,78,12,9,iPhone 11 Max Pro,2,NA,NA,8,9,1,1,1,1,I have not tried other products similar to this,1,1,1,4,8,I think it does a good job to train the brain and give the participant a hands on experience with pictures from their everyday life,I like the games and how the difficulty level increases as you passed each level,Memorization and remembering the little details,Add colors,10,25,3,4,Adding the names to the games,3,The lack of time the game gives you to complete your answers,4,2,NA,The purpose of this study was to take the important things in your life that make you happy and make you remember them through a series or images,4,4,1,1,1
34,3.5,9,3.5,3.5,7.333333333,10,9.5,9,5.333333333,3.5,5.166666667,4.666666667,4,2.4,5.333333333,4.333333333,4.666666667,5,2.5,53,1.4,1.166666667,1.272727273,4,2,2.857142857,4.4,8964,1,20,2,1,NA,3,Psychology,1,20,2,1,2,1,86,2,NA,1.8,1.666666667,1.727272727,2,2.75,2.428571429,325,2,3.2,2.75,2.2,3.5,2.909090909,1.666666667,1.75,1.714285714,5430,2,2.6,3,3,1.666666667,2.272727273,5,2.75,3.714285714,234,2,2.2,2.75,1.8,1.666666667,1.727272727,4.666666667,2.5,3.428571429,210,2,1,3,1.6,1.166666667,1.363636364,3.666666667,2,2.714285714,209,2,3,8,3.5,2.833333333,7,8.333333333,8,8.666666667,5.333333333,3.666666667,4.333333333,5,4.166666667,0.8,5.666666667,5,3.333333333,6.333333333,3,212,1.6,1.333333333,1.454545455,3.333333333,2.5,2.857142857,5,65,70,70,80,80,80,70,70,70,70,65,80,50,35,50,40,Samsung Galaxy S8,2,NA,NA,10,70,1,2,2,2,Brain Game Center memory game,1,2,2,1,3,I don't really understand the game. I honestly did not enjoy playing it and felt more like a task than a game. It also had a lot of bugs/glitches that I came across that made it less optimal to use.,The bugs/glitches it had.,It's easily accessible. It's an app that people can access.,Make the game more interesting/fun.,0,0,2,2,High score section. It didn't record any scores.,1,It's not entertaining.,3,2,NA,I'm not sure. Maybe to see if the images we took everyday made us feel better about ourselves or made us happier.,3,3,1,1,1
35,1.375,8.153846154,1,1.5,7.333333333,9,7,9.666666667,5.833333333,3.833333333,6.5,6.333333333,4.333333333,3.8,3.666666667,3.666666667,5.333333333,4.666666667,3.5,42,2.6,4.833333333,3.818181818,1.333333333,2.5,2,3.2,526,1,21,2,2,NA,4,Psychology,1,20,3,6,2,1,87,NA,3.25,1,2.666666667,1.909090909,2,2,2,196,2,4,3,1.4,2.666666667,2.090909091,1.333333333,2.5,2,246,2,3.6,2.75,1,1.833333333,1.454545455,2.333333333,3.25,2.857142857,155,2,3.6,3.5,2.4,2.666666667,2.545454545,2,2,2,163,2,3.6,3.25,1.6,2.666666667,2.181818182,4.333333333,3,3.571428571,122,2,1.625,7.692307692,2,1.5,7.333333333,9.333333333,6.5,8,5.666666667,4.5,6.166666667,6.666666667,5.166666667,2,4.666666667,5,5,5.333333333,3.25,152,1,2,1.545454545,3,3.25,3.142857143,4.6,10,70,31,61,10,23,14,40,39,52,41,57,100,30,100,88,iPhone XR,2,NA,NA,15,105,2,1,1,1,Brain and memory games,1,1,2,4,8,"Fun game, annoying to remember to take and upload pictures",Like the structure of the app and game itself,Choosing the pictures (if I remember),Choose between predetermined pictures something that makes us happy?,2,10,3,5,Uploading pictures,5,Honestly just remembering,5,2,NA,To look at whether playing a memory game improves our happiness/life satisfaction.,4,4,1,1,1
36,6.75,8,9,6,8,8.333333333,8,7.666666667,5.5,2.333333333,5.166666667,3.5,5.5,2,6,6,3.333333333,6,2.5,74,1.6,2.166666667,1.909090909,5,3,3.857142857,4.2,667,1,21,1,2,NA,3,Business,2,0,1,3,2,1,91,4.6,3.75,NA,NA,NA,NA,NA,NA,246,2,4.4,3.5,1.4,1.5,1.454545455,3.666666667,3.5,3.571428571,331,2,2.2,3,1.4,1.833333333,1.636363636,4,3,3.428571429,186,2,2.2,2.75,1.6,1.833333333,1.727272727,4.333333333,3.25,3.714285714,179,2,3.4,3.25,1.4,2,1.727272727,4,3.5,3.714285714,147,2,6.125,7.923076923,8,5.5,7.666666667,7.666666667,8.75,7.333333333,5.333333333,2.333333333,5,3.666666667,6,1.8,6,6.333333333,3.333333333,6.333333333,3.25,261,1.4,1.5,1.454545455,4.333333333,3,3.571428571,4.4,70,85,90,90,81,85,70,90,80,85,75,85,70,75,75,65,Apple IPhone X,2,NA,NA,10,60,1,1,1,1,Quizlet when you do the learn section and you have to match the flashcards,1,1,2,4,7,"I believe that the product is solid, but it takes a bit long to move along and process your answer or sometimes it freezes which wastes time. Overall, it’s good.",What I liked most was the ability to challenge myself mentally and keep myself sharp.,I think I like the feature where you choose your own pictures as it leaves the user the freedom to be creative.,I think just fixing the thing where it freezes or takes too long to process and answer is something that should be added as a fix.,0.99,2.99,3,4,"I think the part where it makes you sign in useless especially if it’s a memorization game, so security shouldn’t be a concern.",3,"Sometimes I have homework, soccer games or work for my startup to handle first.",4,2,NA,I believe the purpose of the study was to measure how good I am at remembering images that pop up in a specific order and to measure my happiness through the week.,5,5,1,1,1
37,7.375,9.153846154,10,6.5,9,9,10,8.333333333,6,2.666666667,6,5.166666667,6,4.6,4.666666667,6.333333333,4,6,2.5,53,2.2,3.666666667,3,2,4.25,3.285714286,3.4,2870,1,24,1,6,Arab & European,3,Computer Science,2,0,5,3,2,0,92,2.6,NA,2.2,2,2.090909091,2,2.5,2.285714286,223,2,3,2.75,2.2,2.333333333,2.272727273,2.333333333,3,2.714285714,472,2,3.6,3,1.8,1.5,1.636363636,3.666666667,3.25,3.428571429,380,2,3.4,2.5,2,2.166666667,2.090909091,3.333333333,2.5,2.857142857,324,2,3.4,3,1.8,2.333333333,2.090909091,3.333333333,1.75,2.428571429,122,2,7.75,8.076923077,10,7,8,8,7.75,8.666666667,5.166666667,3.333333333,4.666666667,4,4.833333333,2,5,4,3.666666667,4.666666667,3.5,197,2.8,2.666666667,2.727272727,2.333333333,2.75,2.571428571,4,22,22,68,69,54,54,54,54,55,55,58,57,91,91,43,41,iPhone,2,NA,NA,8,60,2,2,2,2,none,2,2,1,1,1,"It was pretty bad, ngl",The UI is clunky and the game is annoying,"none, sry",better ui,0,0,1,1,none tbh,1,It‘s not fun and extremly clunky and hard to use,3,2,NA,Leadership,4,4,1,1,2
38,2.25,8,2,2.333333333,7.666666667,8.333333333,7.75,8.333333333,4,3.5,4.666666667,5,3.5,1.8,5.333333333,5.666666667,2,6,3,65,1.2,1.833333333,1.545454545,6,3.5,4.571428571,5,3703,1,19,2,2,NA,2,"CNAS undeclared, working towards Econ",1,8,1,2,2,1,97,1.2,NA,1.2,1.833333333,1.545454545,6,4.5,5.142857143,714,2,1.2,3.25,1.2,1.833333333,1.545454545,5.333333333,4.25,4.714285714,563,2,1.2,2.5,1,1.833333333,1.454545455,4,2.75,3.285714286,1026,2,1.2,3,1,1.833333333,1.454545455,3,3.25,3.142857143,926,2,1.2,2.75,2,1.333333333,1.636363636,4,2.25,3,2468,1,3.125,8.384615385,3.5,3,7.666666667,9,8.25,8.666666667,3.833333333,2.666666667,5.166666667,4.666666667,3.166666667,0.6,6,6.333333333,2,6,3.25,234,1.2,1.666666667,1.454545455,5.333333333,4,4.571428571,6,89,95,73,88,99,99,56,87,85,95,77,97,3,0,52,0,"iPhone 8 Plus, Apple",2,NA,NA,10,60,2,1,2,2,Memory games,1,1,2,4,8,"Sometimes I would forget about it until the night. It’s hard to keep up with it while having to work, and do school work.","My highscore would never save, therefore I was never able to keep track of my improvements.","It has to do with park of my life, the things that make me happy.",High score to be saved.,0.99,1.99,3,3,The words. I like the images more,3,Being busy because of work and school .,4,2,NA,The purpose in my opinion was to create a better mindset to enjoy life and see the positivities.,5,5,1,1,1
39,3.25,7,1,4,5.333333333,8,7.25,7.333333333,2.666666667,5.333333333,4.333333333,5.5,4,3,6,5.666666667,3.666666667,6.666666667,3.5,56,4.4,4.166666667,4.272727273,4,3.75,3.857142857,3.4,14978,1,22,2,1,NA,4,psychology,1,6,0,0,2,0,98,4,3.25,2.8,3.333333333,3.090909091,3.333333333,3.25,3.285714286,293,NA,4.2,2.75,3.6,4.166666667,3.909090909,2.666666667,2.5,2.571428571,159,1,4.2,3,3.4,4.166666667,3.818181818,3.333333333,2.75,3,137,2,4.2,3.5,2.8,3.333333333,3.090909091,4.333333333,3.5,3.857142857,128,2,4,3.75,3,2.5,2.727272727,3,3.75,3.428571429,103,2,4.25,6.230769231,2,5,5.333333333,7,5.75,7,2.333333333,5,4.666666667,5.333333333,3.666666667,2.4,5.333333333,5,4,6,3.25,243,2.8,3.333333333,3.090909091,3.333333333,3.5,3.428571429,4.2,75,81,86,89,94,95,75,88,70,86,74,86,69,50,42,30,iPhone X,2,NA,NA,10,50,2,2,2,2,None,1,1,1,4,7,A bit laggy,"Took too long, I like fast paced games",Taking pictures myself,Have a timer to keep a record of play time,1,2,1,4,The 3-2-1 countdown,1,I don’t like playing games overall,3,2,NA,To train my memory?,3,3,1,1,2
40,2.25,7.153846154,1,2.666666667,5.333333333,8,6.75,8.666666667,3.833333333,5.166666667,3.666666667,5.5,2.833333333,2.8,4.666666667,3.333333333,3.333333333,6,2.75,59,1.6,2.5,2.090909091,3.666666667,2,2.714285714,3.8,1512,1,20,2,1,NA,3,Psychology,1,20,2,2,2,0,99,2.6,1.75,1.6,2.166666667,1.909090909,3.333333333,1.5,2.285714286,567,NA,2,2.75,3,2,2.454545455,2.666666667,1.5,2,1045,2,2.4,1.75,1,2,1.545454545,3.666666667,2.25,2.857142857,892,2,2.2,2.25,1.2,2,1.636363636,4,3,3.428571429,896,2,2,2.5,1.2,1.833333333,1.545454545,4,2.25,3,904,2,1.5,7.538461538,1,1.666666667,7.333333333,6.666666667,7,9.333333333,3.833333333,5,4,5,2.5,1.8,5.333333333,4,4,6,2.5,237,1.2,1.833333333,1.545454545,3.333333333,2,2.571428571,4.4,80,80,85,85,70,70,60,70,75,85,85,95,60,60,50,50,iPhone XS,2,NA,NA,10,50,2,2,1,2,Can’t recall.,1,2,2,2,4,"The looks of the app aren’t that great. You can easily tell it’s like a test app that could be improved. My high scores aren’t being recorded on the app. However, it was very easy and simple to use and not complicated at all.",I liked how it was easy to use.,Instructions in the app when first opening it.,Actual levels.,0.01,0.25,1,2,I’m not sure.,1,It gets repetitive and gets boring really quickly.,2,2,NA,To test my memory and see if I can follow instructions.,5,5,1,1,2
41,2,5.692307692,1,2.333333333,5,7.333333333,4.75,6,4.5,4,5.166666667,4.333333333,4,1.4,4.666666667,4.333333333,5.333333333,5,2.5,54,1.2,1.666666667,1.454545455,2.333333333,2,2.142857143,4.6,991,1,21,2,1,NA,3,business,2,0,4,4,2,1,100,NA,2.75,1.4,1.166666667,1.272727273,3,2.25,2.571428571,642,2,1.6,2,1,1.166666667,1.090909091,2.333333333,2,2.142857143,585,2,1,2,1,1.166666667,1.090909091,3,2,2.428571429,581,2,1.2,2,1,1.166666667,1.090909091,2.666666667,2.25,2.428571429,603,2,1.2,2,1,1.166666667,1.090909091,2.333333333,2.25,2.285714286,233,2,2.875,9.307692308,1.5,3.333333333,9,10,8.5,10,4.166666667,4.333333333,4.833333333,4.333333333,4.5,0.8,4.666666667,4.333333333,5,4.666666667,2,204,1,1.166666667,1.090909091,2.333333333,1.75,2,4.8,75,75,70,70,30,40,85,86,72,75,66,70,10,10,82,83,iphone,2,NA,NA,10,50,1,2,2,2,none,1,1,1,3,7,it was a fun game that I was able to add a personal touch too which I really enjoyed.,the countdown,the memorization part,bigger photos,0,1,2,3,the countdown on the photo,1,nothing,3,2,NA,to help with memorization and to train the brain,4,4,1,1,1
42,5.125,7.769230769,1.5,6.333333333,9,8.333333333,7,7,3.833333333,6.333333333,2.5,5.166666667,6.166666667,5,5.666666667,6.666666667,4,6.666666667,4.5,55,3.4,4.166666667,3.818181818,3,4.5,3.857142857,5,703,1,20,2,2,NA,3,Pshycolgy,1,5,300,20,2,1,103,4.2,3,NA,NA,NA,NA,NA,NA,331,2,3.4,4,2.4,3.833333333,3.181818182,4.333333333,3.5,3.857142857,3036,2,4.8,3.25,1.6,2.666666667,2.181818182,5.666666667,2.5,3.857142857,178,2,4.2,4,5.6,6,5.818181818,4,2.5,3.142857143,204,2,5,2.25,3.4,3,3.181818182,5.333333333,5.5,5.428571429,159,2,8.625,7.230769231,9,8.5,6,8.333333333,7.5,7,4.333333333,5.333333333,2.5,4.333333333,4.333333333,2.4,5.666666667,6,5,6,4.25,125,6.8,5.5,6.090909091,3.333333333,2.75,3,2,52,54,40,30,35,23,52,52,49,46,59,71,27,30,52,79,Iphone 8,2,NA,NA,10,70,1,2,2,1,No,2,1,1,2,6,I liked how the game was personal in some way . Personal because it had my pictures so it made it more interesting.,The way it looks I don’t like.,The uploading picture is most important,I’m not sure,1,1,1,3,The way it looks,1,It stressed me out,2,2,NA,To condition us in being happier.,4,5,1,1,1
43,1.625,7.923076923,1,1.833333333,6.333333333,9.333333333,6.5,10,3.666666667,5.833333333,4,5.5,1.5,4.8,2.333333333,5,7,5.333333333,3.75,35,3.4,4.333333333,3.909090909,3.666666667,2.5,3,1.6,1331,1,21,2,2,NA,4,psychology,2,0,7,0,2,0,106,NA,3.5,5.2,5.5,5.363636364,3,3.5,3.285714286,560,2,4.6,3.25,4,4.333333333,4.181818182,2.666666667,3,2.857142857,823,2,4,3,5,5.5,5.272727273,3.333333333,4.5,4,500,2,4.4,3.25,3,3.833333333,3.454545455,3.333333333,2.25,2.714285714,693,2,4.4,3.5,1.8,4.5,3.272727273,4.333333333,3.75,4,1836,2,2.75,7.538461538,1.5,3.166666667,7,8.333333333,5.5,10,4.333333333,5.166666667,4.5,3.833333333,2,2.2,2.333333333,4.333333333,6.666666667,5.333333333,3.25,139,3.4,4.333333333,3.909090909,3.333333333,2.75,3,2.4,0,0,50,50,70,70,7,7,1,0,43,43,100,100,100,100,iPhone Xmax,2,NA,NA,5,8,2,2,2,2,None,1,2,2,1,7,It is too simple but the concept is interesting.,The thing I hated the most was that it was too slow.,The pictures was the most important,there should be rewards by passing each level. They can use the rewards to replay the sequence if you missed it.,1,1,1,3,The sound,2,There is more interesting stuff to se on social media,3,2,NA,To see how many people are displeased with their life,4,5,1,1,2
44,5.75,10,1,7.333333333,10,10,10,10,3.666666667,4.166666667,3.333333333,4.833333333,3.5,2.2,5.333333333,4.333333333,4.666666667,5.333333333,3,47,1.8,2.5,2.181818182,3,3,3,4.6,588,1,23,2,1,NA,3,business,2,0,6,3,2,1,110,NA,3.25,4.4,3,3.636363636,5,4,4.428571429,540,2,3,3,3.8,3.666666667,3.727272727,4.333333333,4.75,4.571428571,277,2,3,3,2.4,2.833333333,2.636363636,3.666666667,3.75,3.714285714,315,2,2,3,2.6,2.5,2.545454545,3.666666667,3,3.285714286,189,2,3,2.5,2.6,2.333333333,2.454545455,3.333333333,3.5,3.428571429,228,2,5.375,6.923076923,6.5,5,7,7,6.5,7.333333333,3.333333333,3.666666667,4.166666667,5.166666667,3.833333333,1.4,4.333333333,4.333333333,4.666666667,4,2.75,170,2.2,2.166666667,2.181818182,3.666666667,3.25,3.428571429,3.6,52,71,53,64,52,60,52,64,54,75,55,75,54,72,51,52,iphone6s Plus,2,NA,NA,120,130,1,1,1,1,No,1,1,2,3,6,Function is single.Can't keep playing for a long time,I like it is concise,No,diversification,0,1,1,3,No,2,No,3,2,NA,Investigating whether games improve mood,4,4,1,1,1
45,6.375,9,10,5.166666667,8.333333333,9,9.25,9.333333333,3.5,3.333333333,4,4.666666667,4.666666667,3.6,6,5,4,5.333333333,3.75,65,2.6,3.166666667,2.909090909,4,4.25,4.142857143,4,446,1,21,1,1,NA,4,Mechanical Engineering,2,0,0,0,2,1,111,2.8,3,2.2,1.333333333,1.727272727,6,4.25,5,1560,NA,2.8,3.25,1.2,1.833333333,1.545454545,6,5.25,5.571428571,1056,2,2.8,3,1.8,2,1.909090909,5,4.25,4.571428571,823,2,1.8,3.25,1.4,1.833333333,1.636363636,6.333333333,4.75,5.428571429,1430,2,2.2,2.75,1.4,2.166666667,1.818181818,4.666666667,4.25,4.428571429,462,2,4.875,8.153846154,9,3.5,7.666666667,8,9,7.666666667,6.166666667,2.666666667,4,5.166666667,5.666666667,1.8,6.666666667,7,2,6.666666667,3.25,255,1.8,2.166666667,2,4,5,4.571428571,4.6,90,85,83,100,83,100,85,95,90,90,85,91,25,39,26,15,Samsung Galaxy S10,2,NA,NA,10,100,1,2,1,2,None,1,2,2,2,4,The game would crash sometimes,"Most liked that I could upload my own photos/use my own words

Didn't like that the game would crash",Speed,UI improvements and less bugs,0,0,1,3,Speed,1,UI looks outdated and there is no ending,3,2,NA,Changes in mentality/mental health through playing the game,4,4,1,1,1
